Word,N_CBOI_raters,CBOI_Mean,CBOI_SD
sly,284,1.492957746,1.061677311
union,47,1.489361702,1.283208283
rate,31,1.483870968,1.313290213
wage,25,1.48,1.004987562
hickory,23,1.47826087,0.845822097
inning,24,1.458333333,0.931532943
luster,24,1.458333333,0.9770927
vow,44,1.454545455,1.150420458
sake,282,1.446808511,0.976051541
sleek,27,1.444444444,0.800640769
ancient,25,1.44,1.260952021
emperor,23,1.434782609,1.121123096
government,23,1.434782609,0.843482336
mile,23,1.434782609,1.036869719
stout,23,1.434782609,0.945135246
fare,31,1.419354839,1.148163564
savage,29,1.413793103,0.779983579
underpan,25,1.4,1.118033989
thus,23,1.391304348,0.988071144
deed,31,1.387096774,0.989188872
awfully,26,1.384615385,0.697247335
dandy,26,1.384615385,0.941357449
dreadful,24,1.375,0.824225592
fade,32,1.375,0.906962317
pep,25,1.36,0.907377173
gleam,28,1.357142857,0.731020885
lifeless,27,1.333333333,0.480384461
pioneer,27,1.333333333,0.733799386
dope,31,1.322580645,0.908738935
con,28,1.321428571,1.020296668
gang,29,1.310344828,0.603764871
meanwhile,23,1.304347826,0.822124886
foul,25,1.28,0.613731755
grant,24,1.25,0.737209781
sue,282,1.241134752,0.70484555
porter,25,1.24,0.663324958
adverb,45,1.222222222,0.822658907
miller,44,1.204545455,0.553195598
slavery,26,1.192307692,0.633670625
tax,27,1.185185185,0.622466375
frank,23,1.173913043,0.49102619
vacant,31,1.161290323,0.373878251
git,28,1.142857143,0.59093684
scarcely,30,1.1,0.4025779
mercy,27,1.074074074,0.266880256
rheumatism,24,1.041666667,0.204124145
agency,26,1.038461538,0.196116135
mistress,25,1,0
